State,Industry_Type,Year,Industrial_Output_Crore,Employment_Lakh,Investment_Crore,Factories_Count,Pollution_Index,Electricity_Consumption_GWh,Export_Crore
Jharkhand,Pharmaceutical,2024,48235,57.13,21335,661,65.51,17769,14035
Rajasthan,Energy,2025,3625,63.03,5573,6467,36.97,18278,12987
Uttar Pradesh,Steel,2018,26699,,28869,,37.49,15577,3102
Odisha,Automobile,2025,26657,36.88,22472,2789,12.1,12900,11360
Andhra Pradesh,Energy,2024,38486,83.01,15102,3942,,15917,12369
Haryana,IT,2023,43959,80.81,4404,3846,80.92,13844,543
Goa,Pharmaceutical,2020,35429,76.95,nan,7773,23.06,13410,2484
Punjab,Chemical,,37503,54.12,7959,7733,36.74,4507,3549
Bihar,Food Processing,2022,44572,45.75,18025,9433,11.21,12523,8282
Bihar,Food Processing,2025,1997,88.68,27387,4801,58.18,16115,21569
Kerala,Steel,2023,14566,48.66,13076,7446,72.85,1260,307
Goa,Automobile,2019,43469,33.65,19047,3684,33.51,13642,11696
Telangana,IT,2022,36619,77.09,20341,5675,47.25,128,20444
Assam,Mining,2019,37137,19.19,22849,868,,9923,
Bihar,Pharmaceutical,2020,29359,22.8,5921,2838,30.74,19194,24642
Chhattisgarh ,Energy,2025,12531,63.81,26248,1527,26.88,10626,10550
Jharkhand,Steel,2021,,81.73,17126,5181,94.4,4529,23395
Assam,Textile,2015,7794,52.44,17653,3216,23.67,16189,8750
Andhra Pradesh,Textile,2025,46038,61.54,8028,1234,,4406,20471
Jharkhand,Textile,2021,9847,48.47,nan,8106,30.03,5652,8036
Kerala,Food Processing,2016,20101,79.8,26353,6027,26.24,,15665
Punjab,Textile,2022,14901,18.54,nan,165,85.18,,4061
Maharashtra,Energy,2025,30665,44.61,8398,6659,89.17,8616,24350
Haryana,Chemical,2024,14979,3.87,28432,2640,13.45,10709,6385
Gujarat,Textile,2021,,34.76,13544,1423,81.84,12078,7107
Tamil Nadu,Textile,2017,20466,86.34,14464,9278,58.7,659,21762
Gujarat,Food Processing,2016,41724,64.77,28666,8193,,14906,11304
West Bengal,Pharmaceutical,2020,37664,88.3,4377,2334,16.8,8426,8598
Chhattisgarh,Steel,2018,28986,17.09,4162,4273,57.32,4031,12649
Karnataka,Pharmaceutical,2015,18805,35.18,10254,5262,57.38,4490,18937
Madhya Pradesh,Automobile,2021,43613,4.13,18266,653,63.22,19143,22645
Bihar,Automobile,2017,,37.47,28105,7102,36.65,5572,12541
Telangana,Food Processing,2020,41087,86.48,6336,3028,75.48,12540,3048
Telangana,Steel,2019,16584,56.24,21734,9587,85.33,,7521
Uttar Pradesh,Electronics,2019,2631,52.65,nan,5046,15.93,6993,13406
West Bengal,Textile,2015,3611,32.14,1289,8791,74.75,15446,19482
Haryana,Mining,2017,31204,11.54,nan,6782,51.55,7260,17861
Telangana,Mining,2016,2390,14.7,24591,686,55.15,5088,16249
Telangana,Mining,2021,15305,31.6,18522,85,80.62,13549,904
Rajasthan,Mining,2024,24181,88.4,27629,4491,90.14,3541,13978
Chhattisgarh ,Mining,2020,31878,51.42,27560,2665,65.96,13668,24134
Karnataka,Electronics,2022,44416,58.13,21792,1038,60.26,14982,23935
Tamil Nadu,Pharmaceutical,2020,31986,34.13,22265,4542,,536,6045
Goa,Food Processing,2022,8730,33.92,9403,3757,28.15,9703,7636
nan,Energy,2019,7937,24.81,14106,4198,16.22,8167,2183
Jharkhand,Automobile,2023,25114,16.41,18733,5020,89.9,12633,15595
Maharashtra,Electronics,2022,32911,44.52,nan,809,94.36,17815,6717
Bihar,Textile,2025,29828,32.47,21081,2444,,17193,13308
Karnataka,Energy,2023,42126,74.7,nan,4613,27.2,17772,1004
Goa,Automobile,2018,5106,96.98,15303,7525,89.54,7064,21254
Haryana ,Food Processing,2015,22767,33.61,6815,9317,29.4,6259,11894
Uttarakhand,Electronics,2019,21350,24.13,18065,3766,26.01,2530,12748
Uttar Pradesh,Textile,2021,,7.26,9116,173,59.36,2051,10309
Chhattisgarh,Electronics,2016,45469,97.36,4982,5441,40.64,,6383
Bihar,Textile,2017,1475,78.92,4157,6004,57.97,14913,22651
Goa,Mining,2016,20248,46.43,3220,3179,50.26,177,15372
Maharashtra,Pharmaceutical,,19370,17.06,24548,4777,71.56,6007,14382
Bihar,Chemical,2017,41395,39.81,Unknown,1577,25.83,3960,21098
Haryana,Pharmaceutical,2021,37256,22.51,2420,1248,44.62,12051,14714
Uttar Pradesh,,2022,46331,63.57,22045,3507,35.68,18472,10141
Madhya Pradesh,Textile,2016,32138,61.29,28051,4211,29.16,11634,2725
Haryana,Electronics,2022,11041,46.12,19022,373,86,9097,6615
Bihar,Textile,2015,34087,84.81,17812,2649,42.51,16097,21183
Andhra Pradesh,Textile,2019,906,19.24,3448,9658,74.58,2221,18459
Madhya Pradesh ,Mining,2021,21568,46.18,nan,334,50.41,4871,6232
Tamil Nadu,IT,2021,750,32.25,13126,9386,72.02,6168,12389
Punjab,Food Processing,2022,10898,66.06,nan,4746,35.08,19672,21360
Telangana,Mining,2020,,44.1,29262,6709,87.03,7231,13112
Punjab,Steel,2019,1256,23.39,8107,5292,93.64,12304,9681
Gujarat,Textile,2020,13676,5.92,6252,5333,64.97,5036,15005
Haryana,Mining,2015,25332,95.52,14328,3329,86.37,14585,2583
Chhattisgarh,Textile,2020,13345,18.71,26753,1400,22.14,9516,21536
Maharashtra,Electronics,2022,45302,92.76,2107,1830,47.17,19709,8275
Rajasthan,Pharmaceutical,2025,32376,33.27,29836,243,25.82,18079,14656
Jharkhand ,Automobile,2021,42402,79.85,2823,8553,87.6,10664,3552
Jharkhand,Electronics,2021,28243,21.83,24835,6394,80.06,1362,2376
Tamil Nadu,Electronics,2018,4488,95.34,4819,1433,12.11,4059,21000
Kerala,Mining,2015,48556,20.33,4183,3892,38.01,6030,20983
Chhattisgarh,Chemical,2018,49351,34.17,3358,3278,10.87,1282,22865
Kerala,Electronics,2019,16070,51.18,26846,8312,32.79,9343,16396
Andhra Pradesh,Textile,2024,30693,29.85,6557,3653,27.61,4892,9208
nan,Pharmaceutical,2020,35989,42.48,7835,8257,76.59,12793,5534
Punjab,,2024,17078,75.41,18885,3513,68.43,12913,16137
Uttar Pradesh,Food Processing,2017,30595,33.24,8833,3749,39.56,,11870
Karnataka,Pharmaceutical,2019,22224,96.29,24870,1575,14.07,15822,22015
Gujarat,Chemical,2022,29412,34.03,3926,817,58.85,9100,22106
Gujarat,Steel,,27265,46.43,3172,556,76.48,3476,21244
Tamil Nadu,Pharmaceutical,2022,5722,36.91,Unknown,1760,33.27,10265,5375
Maharashtra,Energy,2020,21491,10.95,29807,6945,63.43,8904,16299
Kerala,Food Processing,2021,2465,6.44,24198,2874,86.19,678,20933
Haryana,Steel,,49777,71.88,20436,2591,67.51,11605,15965
Maharashtra,Steel,2023,10113,85.9,29024,2423,74.52,598,6754
Uttar Pradesh,IT,2021,13738,64.95,20475,4719,35.33,14708,20590
Telangana,Energy,2022,,67.01,21620,6031,76.39,3246,
Jharkhand,Electronics,2016,44258,40.65,17428,2744,86.04,16584,8538
Haryana,Pharmaceutical,2025,17771,55.6,11596,8656,44.12,1500,19677
Tamil Nadu,Food Processing,2018,35159,79.37,6843,164,30.47,9806,12974
Odisha,Textile,2015,35424,95.72,22331,,,2500,12999
Madhya Pradesh,Energy,2021,22488,52.45,18625,6453,42.44,11525,12445
Goa,Mining,2023,45438,76.12,26437,1500,22.73,10426,7594
Odisha,Textile,,31186,95.31,Unknown,1479,20.73,311,9851
Uttar Pradesh,Food Processing,2021,37975,42.96,17050,3168,35.72,2892,4014
Uttar Pradesh,Food Processing,2019,29445,23.51,17392,5811,11.9,9672,15527
Punjab,Electronics,2022,3768,37.27,21064,8143,43.5,18578,1260
Bihar,Electronics,2023,25401,70.18,Unknown,513,18.83,19204,10656
Punjab,IT,2025,,47.47,15499,3603,48.35,10842,7909
Maharashtra,Textile,2020,34255,27.93,12604,5070,21.49,9822,16652
Telangana ,IT,2023,32460,14.66,nan,4038,70.78,18024,174
Odisha,Electronics,2019,25242,44.87,4150,4060,71.35,5111,18344
Telangana,Automobile,2015,6954,47.85,12715,8358,36.25,19987,24636
Rajasthan,Food Processing,2021,14267,19.88,14113,5670,63.43,10008,12079
Goa,Steel,2025,,57.24,25486,5469,44.51,832,15928
nan,IT,2015,10810,89.77,4024,7216,86.15,17194,11379
Assam,Chemical,2018,49282,33.38,14859,2519,44,14996,18366
Chhattisgarh,Textile,2021,24445,81.33,Unknown,7575,,14518,7491
Tamil Nadu ,Energy,2025,9837,46.56,21136,7257,21.22,297,10245
Assam,Textile,2022,49485,76.3,25368,6542,69.52,5144,19633
Maharashtra,Automobile,2021,6590,71.79,25195,6741,33.46,13502,12908
Kerala,Automobile,2022,6317,5.5,11176,1465,,13228,17725
Goa,Pharmaceutical,2023,13870,59.65,7178,6788,84.79,7066,2167
Kerala,,2019,30327,29.27,17270,2544,22.01,13316,1181
Uttarakhand,IT,2025,45091,16.35,2297,4883,32.82,12902,6204
Karnataka,Pharmaceutical,2015,39584,44.8,23409,4052,45.26,18960,3735
Telangana,,2019,19823,28.66,16628,8483,92.41,3197,24814
Andhra Pradesh,Chemical,2019,18659,94.21,22964,2401,,1904,6246
Haryana,Automobile,2024,31017,19.22,13876,4532,72.01,12093,10130
Bihar,Electronics,2016,8536,73.6,13484,9683,22.03,16740,8149
Assam,IT,2020,26148,3.84,Unknown,8922,13.15,5682,8261
Rajasthan,,2023,37338,27.16,25660,4698,59.87,149,10106
Madhya Pradesh,IT,2023,4138,28.32,21390,5008,14.02,16728,15156
Uttarakhand,Steel,2024,7564,75.66,5938,2583,15.94,5617,
Uttar Pradesh,Steel,2015,29542,5.79,16418,3304,61.24,10792,13331
Madhya Pradesh ,Electronics,2016,37477,29.18,3515,9152,93.11,12558,12577
Gujarat,Food Processing,2022,43365,65.18,25321,3797,44.65,17834,
Karnataka,Automobile,2024,17762,55.04,16814,2412,61.46,16928,11255
Chhattisgarh,Steel,2021,10535,74.16,24717,6217,44.82,11702,15776
Punjab,Energy,2016,48510,59.03,12884,4383,71.67,1595,9670
Karnataka,Steel,2024,15005,46.45,1711,5604,62.22,1835,13926
Uttarakhand,IT,2022,26548,23,16169,2711,33.92,11824,
Goa,Energy,2023,20539,31.31,8463,4248,52.92,10368,10084
Chhattisgarh,Chemical,2015,,55.16,4137,3773,73.23,227,2107
Rajasthan,Steel,2020,,60.27,17549,5662,49.31,1288,4526
Rajasthan,IT,2024,26862,,25518,,20.92,6988,9241
Madhya Pradesh,Chemical,2022,35281,88.68,26904,7457,86.83,18125,
Kerala,Pharmaceutical,2017,27300,52.7,20780,5719,82.36,,22693
Assam,Mining,2023,4023,77.31,22619,3925,40.15,2179,17483
Assam,Food Processing,2022,21517,33.55,12893,9091,23.58,16469,13595
West Bengal,Electronics,2021,20086,10.72,17885,6411,68.42,677,22811
Punjab,Food Processing,2016,23081,84.43,29580,253,55.16,4574,19115
Andhra Pradesh,Automobile,2022,2828,55.91,8558,1269,73.79,5705,15687
Odisha,Mining,2020,13432,77.55,14836,2803,11.45,8784,1070
Tamil Nadu,Automobile,2022,40946,50.14,12427,8106,62.68,11307,3815
Rajasthan,Steel,2022,17368,1.62,750,3116,73.86,9872,16014
Odisha ,IT,2015,34968,20.73,7822,6177,53.99,16310,22340
Andhra Pradesh,Steel,2020,48772,8.98,9774,8621,11.75,8386,3126
Goa,Food Processing,2019,7429,35.01,12424,1983,70.46,12251,19105
Bihar,Automobile,2024,25014,92.41,11702,2919,59.8,4983,20043
Maharashtra,Automobile,2022,42297,15.81,17027,111,23.48,9209,15162
Punjab,Textile,2015,46670,71.86,8607,4598,52.11,2245,8664
Kerala,Pharmaceutical,,28054,24.79,23092,5210,24.29,8070,22753
Tamil Nadu,Automobile,2015,34021,34.21,3372,2494,61.8,16919,18090
Tamil Nadu,Food Processing,2021,3942,4.3,17632,350,71.05,2289,13129
Telangana,Pharmaceutical,2025,18646,33.49,26072,4153,38.45,8345,9773
Uttar Pradesh,Steel,2015,23568,82.82,21899,5713,92.62,7085,22944
Assam,Energy,2019,48364,95.41,25749,2702,23.64,9444,3289
Telangana,,2017,48945,19.21,23189,9593,67.43,2195,22143
Telangana,Steel,2016,23577,68.82,26139,4945,23.42,19983,8842
West Bengal,Pharmaceutical,2023,40001,69.84,15230,4737,27.11,11678,11150
Telangana,Food Processing,2022,6153,15.02,29510,,75.04,3614,2125
Haryana,Food Processing,2016,17805,16.54,24832,3521,75.57,10346,11564
Uttarakhand,IT,2021,1644,16.16,26584,5178,56.62,6461,24660
Assam,Food Processing,2020,20157,92.96,8762,7166,78.09,3740,17460
Punjab,Textile,2016,1073,50.65,5690,7085,62.7,3841,2651
Haryana ,Steel,2021,23517,12.22,9617,894,50.06,6514,3059
Rajasthan,Automobile,2024,22371,83.05,29652,,35.78,3859,10288
Andhra Pradesh,IT,2019,34438,51.98,9576,8119,51.53,5298,11839
nan,Chemical,2025,26507,30.69,8085,103,20.77,9632,
Telangana,Chemical,2022,957,26.09,23609,8336,70.57,5035,16384
Tamil Nadu,Mining,2021,18313,88,20701,374,36.28,616,400
Rajasthan ,Food Processing,2020,6469,20.66,26548,1812,20.14,13020,5222
Rajasthan,Food Processing,2017,46528,42.59,25261,9522,,12945,
Telangana,Automobile,2024,38475,87.56,25076,856,68.7,8188,13921
Madhya Pradesh,IT,2023,11898,95.88,23320,4523,29.31,10120,5993
Punjab,Pharmaceutical,2023,775,93.42,148,6397,83.93,550,4776
Telangana,Automobile,2024,10335,20.16,29807,7116,93.64,1271,21360
Odisha,Food Processing,2019,5088,77.48,nan,1483,26.89,2434,14135
Kerala,Pharmaceutical,2018,49022,,22770,5557,84.97,10715,9851
nan,Steel,2023,11776,35.21,13293,8090,46.74,18161,17847
Jharkhand,Mining,2019,48856,63.65,19295,2009,,9328,13725
Tamil Nadu,Mining,2020,44271,98.58,28883,,44.1,2943,8536
Bihar,Mining,2019,6420,48.32,14321,5315,64.42,15272,22325
Andhra Pradesh,Textile,2024,46237,27.23,25967,5071,87.67,16483,12607
Bihar,Food Processing,2015,48829,22.93,16670,1019,16.94,17681,21072
Odisha,Steel,2025,15301,66.72,5016,992,43.31,6655,8598
Punjab,Mining,2018,14589,30.2,nan,1561,62.98,4516,22640
Chhattisgarh,Automobile,2024,43853,26.52,1423,,12.34,4131,2797
Odisha,Food Processing,,44795,80.3,10516,432,26.16,13409,18820
Kerala,Automobile,2016,35969,95.82,29561,7458,11.35,17127,2874
Assam,Food Processing,2019,31054,73.41,6080,8501,25.8,1656,389
Madhya Pradesh,Food Processing,2019,10228,69,5279,2791,19.72,16250,109
Assam,Chemical,2017,17281,21.12,8891,9065,84.21,12713,10310
Chhattisgarh,Energy,2021,40391,42.53,6473,4652,51.2,15629,17724
Maharashtra,Mining,2023,16342,44.66,26030,457,85.77,9536,17054
Haryana,,2017,19539,83.41,7786,5494,26.21,16197,3236
Kerala,Automobile,2017,618,73.58,3930,9813,45.8,,2742
Kerala,Mining,2023,2989,35.24,25144,1762,14.26,16241,17857
Odisha,Energy,2018,45970,97.48,Unknown,9679,35.74,17574,1481
Rajasthan,Automobile,2025,1804,50.46,nan,1762,24.16,16804,15842
Gujarat,IT,2017,1217,5.18,nan,4392,84.71,13276,21006
Tamil Nadu,Pharmaceutical,2015,5362,8.07,657,3303,14.41,10965,23464
Andhra Pradesh,IT,2018,32999,73.26,28109,2470,66.49,14491,24640
Telangana,Energy,2018,31887,99.1,21644,1360,60.52,,14108
Telangana,,2023,42535,49.19,18987,7540,31.67,12065,8543
Chhattisgarh,Electronics,2024,17358,87.79,7049,3163,41.08,264,24411
Maharashtra,Chemical,2016,27787,91.38,27176,752,61.76,12411,1745
Karnataka,IT,2020,40923,85.45,20493,7787,14.76,12918,17068
West Bengal,Pharmaceutical,2025,,42.25,11712,729,21.19,18913,6585
Telangana,Automobile,2018,3778,95.94,917,4463,92.27,,18514
Chhattisgarh,Mining,2021,31980,,Unknown,1527,17.55,1180,21904
Telangana,Pharmaceutical,2022,40950,32.98,20078,8387,25.53,4580,15788
Jharkhand,,2017,34844,13.67,nan,480,78.79,2547,21616
Jharkhand,Textile,2017,44141,45.69,26812,9470,40.86,2851,22007
Andhra Pradesh,,2020,49585,49.05,18192,9656,11.14,15310,2665
Bihar,Textile,2021,12870,61.47,15879,9708,61.22,5773,11548
Goa,Energy,2025,23605,96.58,6037,9788,31.43,12481,
Rajasthan,Steel,2022,14648,36.74,26511,6002,61.27,14050,4983
Andhra Pradesh,Electronics,2022,15862,9.2,11456,4060,64.51,18772,15489
Rajasthan,Chemical,2023,9855,66.71,12257,7557,68.46,9118,165
Karnataka,IT,2016,37916,55.64,4684,2357,60.95,4049,15034
Odisha,Electronics,2017,27073,28.69,19642,832,78.14,5279,10745
Gujarat,Automobile,2016,34437,21.7,1318,979,67.94,17967,10977
Bihar,Electronics,2021,33519,19.92,19132,1225,55.71,4637,262
Gujarat,Steel,2017,42093,26.04,11934,2794,38.94,8819,5895
West Bengal,IT,2021,18264,86.22,9832,2809,94.79,4853,24172
Gujarat,IT,2019,30305,15.34,nan,4662,25.14,9359,17225
Rajasthan ,Chemical,2018,38030,98.93,27827,5233,75.77,8118,9457
Assam,Textile,2017,21275,89.82,13204,8930,59.93,6256,7553
Jharkhand,Food Processing,2021,862,1.06,20769,6430,10.21,13466,12490
Punjab,Steel,2017,15348,52.08,18719,5530,72.16,10729,18943
West Bengal,IT,2019,6590,66.92,7058,9796,89.96,19469,24391
Telangana,Electronics,2022,,6.19,26682,7067,11,9248,3051
Odisha,IT,2016,18289,74.03,28913,1509,,10387,13160
Assam ,Food Processing,2021,13961,21.55,3043,9670,75.16,3174,11898
Bihar ,Pharmaceutical,2017,14082,20.62,20340,1575,11.26,19072,22456
Bihar,,,14402,2.96,23116,3381,55.66,14564,3135
Gujarat,Chemical,,27612,10.35,28296,3887,64.13,18442,21621
Madhya Pradesh,Textile,2016,20858,78.39,29699,5092,75.98,15072,6041
nan,Pharmaceutical,2020,1548,54.72,454,4377,64.96,8686,9398
Rajasthan,Chemical,2021,15490,50.72,9185,9317,40.12,4844,18905
Haryana,Food Processing,2020,35435,51.49,191,2772,64.14,9188,17470
Bihar,Food Processing,2015,31522,61.41,21956,6266,43.41,12441,19593
Telangana,Electronics,2019,10956,24.42,10480,265,23.46,12981,4683
Maharashtra,Chemical,,37327,31.33,23243,7937,75.05,19031,
Andhra Pradesh ,Automobile,2020,2327,40.94,535,942,50.07,7969,1489
Uttar Pradesh,Pharmaceutical,2021,12567,51.44,17824,7273,90.75,11786,20093
Andhra Pradesh,Mining,2015,16138,72.71,nan,4332,48.37,5741,19877
Maharashtra,Chemical,2024,41453,81.85,13894,5785,53.63,7733,22817
Tamil Nadu,Chemical,2020,33026,66.62,18622,3470,70.95,6100,
Punjab,Steel,2016,14237,59.58,20032,2817,60.31,18125,9925
Assam,Automobile,2021,14625,58.23,22800,507,83.66,4669,8338
Maharashtra,Textile,2024,10223,86.84,6574,5581,27.88,3300,16638
Kerala,Pharmaceutical,2025,42660,24.96,nan,139,17.02,1939,11482
Kerala,Steel,2022,45667,3.45,3144,,80.66,18127,
Rajasthan,Automobile,2018,5440,78.24,29024,9105,77.14,14320,17885
West Bengal,Automobile,2017,,44.33,27473,3561,39.45,13320,7708
Jharkhand,Steel,2020,,54.44,16729,8014,50.2,14983,15851
Jharkhand,Food Processing,2022,30073,4.98,25052,5443,86.61,7971,8457
Bihar,Chemical,2022,19370,74.28,12461,6317,37.84,11516,9713
Goa,Electronics,2015,,90.77,19490,9714,39.01,14211,4185
Punjab,Textile,2021,2894,50.25,15987,,22.12,3270,13125
Punjab,Chemical,2018,13329,16.99,18379,6832,20.73,19584,8096
Gujarat,Pharmaceutical,2020,17274,49.28,15161,6639,77.2,13591,
Odisha,Chemical,2018,27284,26.66,15573,738,82.91,15298,13145
Rajasthan,Electronics,2022,30040,39.8,15001,9545,36.2,12813,19930
Assam,Automobile,2017,,93.76,22055,9758,86.57,3370,13332
Karnataka,Pharmaceutical,2023,,37.65,24434,7737,88.8,6244,18874
Chhattisgarh,Food Processing,2017,18439,50.95,25440,86,,17242,14878
West Bengal,Food Processing,2021,8597,39.93,4639,,,9124,24458
Andhra Pradesh,Automobile,2023,46548,86.45,7294,7019,78.55,8405,16767
Haryana,Food Processing,2021,38229,91.51,23564,2702,59.77,14993,11345
Karnataka ,Automobile,2023,4119,11.73,22850,9188,43.61,3147,18802
Jharkhand,Chemical,2023,46418,35.27,Unknown,593,44.07,4152,12204
Madhya Pradesh,Steel,2015,12310,64.41,28751,2395,42.63,16290,5554
Bihar,Pharmaceutical,2016,37157,24.68,28829,5204,46.62,7188,8912
nan,Mining,2015,16319,24.36,21656,248,89.38,2764,7401
Madhya Pradesh,Chemical,2024,4541,36.52,6825,8470,70.46,4240,6961
Uttarakhand,Automobile,2020,8282,46.36,29004,4437,92.45,3876,9699
Punjab,Textile,2019,41804,28.85,19228,3965,15.4,11107,8544
Tamil Nadu,Electronics,2024,36526,98.99,23181,1798,33.39,17913,
Uttarakhand,Automobile,2025,45386,82.09,26055,5258,54.43,9596,18350
Odisha,IT,2019,7524,,25158,1296,93.22,15091,595
Bihar,IT,2021,38384,,6613,2023,60.32,2272,16042
Uttar Pradesh,Steel,2024,9740,50.72,28793,4257,71.72,559,8696
Chhattisgarh,Chemical,2017,14273,6.47,8886,3685,,5787,16863
Bihar,Mining,2021,37898,54.67,13331,5015,46.35,13253,8928
Bihar ,Mining,2015,7874,28.84,17106,5656,42.43,6666,23217
Tamil Nadu,Food Processing,2016,11668,99.49,4430,3187,10.38,9511,11784
Kerala,Chemical,2020,6064,64.29,2338,1789,34.75,9490,
Maharashtra,Energy,2018,18085,23.38,2920,649,21.23,16872,17443
Tamil Nadu,Mining,2023,6387,28.48,28282,8712,34.04,6249,21026
Karnataka,Mining,2022,37389,46.07,6922,8421,45.43,8904,20727
Bihar,Mining,2020,41646,84.43,24980,8530,54.49,13729,24051
Madhya Pradesh,Textile,2019,15250,16.28,7003,8054,58.58,6419,24322
Jharkhand,Automobile,2018,45102,49.27,28414,7987,46.12,471,22186
Andhra Pradesh,Electronics,2018,40067,35.61,11220,9366,32.08,11357,9254
Rajasthan,Automobile,2019,3734,44.62,19216,845,85.89,18851,6724
Telangana,Textile,2019,29085,92.36,812,9060,18.03,15396,16718
Assam,Automobile,2015,44078,12.36,28888,477,73.79,15082,16811
Uttarakhand,Textile,2022,29051,49.05,1258,2495,76.61,10410,14687
Chhattisgarh,Automobile,2020,22504,66.4,6241,2256,48.59,17051,17098
Uttar Pradesh,Pharmaceutical,2021,35430,91.6,17422,9561,,7694,
Jharkhand,Textile,2019,42705,59.01,2195,1601,17,146,13051
Assam,Pharmaceutical,2017,17994,2.7,17049,3367,25.03,3354,23171
West Bengal,IT,2021,11281,27.33,23897,,64.07,1984,17198
Bihar,Energy,2017,22088,91.04,13446,,77.95,18516,21430
Jharkhand,Chemical,2019,18369,5.67,nan,1851,70.52,11147,23273
Chhattisgarh,Electronics,2022,24961,63.27,28222,6003,92.32,12036,
Chhattisgarh,Textile,2022,48934,67.2,29552,229,49.32,19949,6273
Karnataka,Electronics,2015,29410,3.15,20161,5128,51.14,1456,13760
Jharkhand,Mining,2019,9939,88.83,15302,2693,67.61,11681,13920
Goa,,2022,33987,73.47,10823,3959,19.03,11391,5959
Madhya Pradesh,Pharmaceutical,2017,33863,48.31,11459,4402,92.92,9337,3186
nan,Electronics,2018,26390,45.71,13956,2728,27.45,3697,18001
Uttarakhand,IT,2019,20972,74.06,4985,8144,57.68,2291,2786
Haryana,Textile,2015,22600,63.59,11211,1333,76.71,288,24230
Odisha,Food Processing,2022,36780,53.44,7646,2374,84.41,10426,
nan,IT,2019,47998,10.28,nan,3073,13.9,10179,2067
Jharkhand,Food Processing,2016,23351,27.22,8359,6860,24.93,12193,19997
Kerala,Pharmaceutical,2024,41779,18.56,8087,5232,,1312,6043
Haryana,Chemical,2023,21728,17.43,23620,2162,,12267,8305
Madhya Pradesh,Mining,2018,46098,21.82,5500,1072,39.71,14834,8229
Punjab,Chemical,2024,31936,18.53,12431,7085,63.69,1887,19859
Kerala,Pharmaceutical,2021,23631,83.26,13846,9736,80.7,14841,21535
Maharashtra,Food Processing,2024,48970,19.08,25690,8623,67.2,3866,5838
West Bengal,Energy,2020,24495,60.44,1774,8740,21.15,13832,15943
Haryana,Pharmaceutical,2024,7644,7.87,28664,9978,93.96,17013,4221
Uttarakhand,Energy,2018,29132,41.52,13401,9778,54.95,11310,24049
Telangana,Pharmaceutical,2022,37361,18.95,10292,6891,85.8,,13767
